id,Title,Content,SKU,"Product Type","Parent Product ID","Product Size","Product Attributes",INGREDIENTS
1405,"Lemon Tea Tree Conditioner-for Oily Hair","Desert Essence Organics Lemon Tea Tree Conditioner is a lightweight but fast-penetrating conditioner. Used with Desert Essence Organics Lemon Tea Tree Shampoo, it is an effective cleansing regimen for those with oily hair or flaky scalps. <BR/><BR/>Leptospermum Petersonii Oil: A species of Tea Tree Oil that retains the antiseptic qualities of traditional Tea Tree but smells like lemons. <BR/><BR/>Organic Tea Tree Leaf Oil: High-quality Australian Tea Tree Oil provides antiseptic qualities. <BR/><BR/>Organic Jojoba Seed Oil: Rapidly penetrates the scalp and hair shaft to loosen and dissolve excess oil and build-up. <BR/><BR/>Ingredients: Water (Aqua), Citrus Medica Limonum (Lemon) Peel Extract*, Olea Europaea (Olive) Leaf Extract*, Macrocystis Pyrifera Extract (Sea Kelp)*, Camellia Sinensis Leaf Extract (Green Tea)*, Urtica Dioica (Nettle) Leaf Extract*, Cetearyl Alcohol (Coconut Derived), Glyceryl Stearate SE (Corn Derived), Guar Hydroxypropyltrimonium Chloride (Plant Derived), Leptospermum Petersonii (Lemon Tea Tree) Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Simmondsia Chinensis (Jojoba) Seed Oil*, Butyrospermum Parkii (Shea) Butter*, Helianthus Annuus (Sunflower) Seed Oil*, Lonicera Japonica (Honeysuckle) Flower Extract, Lonicera Caprifolium (Honeysuckle) Flower Extract, Glycerin, Potassium Sorbate (Fruit Derived), Citric Acid * Certified Organic.",DES3710DE,simple,0,,a:0:{},
1406,"Jojoba Conditioner","<!--<div class=""pr_snippet_product""></div> --><!--
THIS FILE IS NOT USED AND IS HERE AS A STARTING POINT FOR CUSTOMIZATION ONLY.
See http://api.drupal.org/api/function/theme_field/7 for details.
After copying this file to your theme's folder and customizing it, remove this
HTML comment.
-->

<DIV class=field-items>

<DIV class=""field-item even field field-name-body field-type-text-with-summary field-label-hidden clearfix clearfix"" property=""content:encoded"">

<P>Jojoba Conditioner Strengthening<BR/><BR/>• Moisturizes without leaving an oily residue<BR>• Helps to break down excessive sebum and product buildup<BR>• Strengthens hair and helps alleviate breakage<BR/><BR/>The prickly palm of the Amazon basin known as murumuru is the source of a moisturizing butter formulated here with jojoba seed oil and vitamin-packed prickly pear to keep fine hair soft and tangle-free. Natural keratin protein and time-tested yucca help leave extra body and a shiny, beautiful finish.</P>

<P style=""MARGIN: 0px"">12.9 fl oz / 382 ml</P></DIV></DIV>",DES2314NDE,simple,0,,a:0:{},
1407,"Island Mango Conditioner","<p>ISLAND MANGO CONDITIONER&nbsp;(vegan crueltyfree&nbsp;slsfree)&nbsp; </p><p>Naturally moisturizes, leaving hair soft and supple.<br>•&nbsp;EFA-rich Mango Seed Butter nourishes for a healthy look and feel<br>•&nbsp;Tropical aroma invigorates the senses</p><p>NEW! Nutrient-rich Mango Butter deeply moisturizes hair with a burst of EFAs (essential fatty acids) to leave it feeling smooth and silky. Organic Shea Butter and Jojoba Oil help enhance the condition of hair. Natural, tropical mango aroma transports the senses for a luscious, nourishing experience.</p><p>BETTER NUTRITION BEST OF NATURAL BEAUTY, 2016</p><p>VEGAN Crueltyfree SLS-Free</p><p>ingredients:Aloe Barbadensis Leaf Juice, Cetearyl Alcohol, Behentrimonium Methosulfate, Mangifera Indica (Mango) Seed Butter, Butyrospermum Parkii (Shea) Butter*, Prunus Amygdalus Dulcis (Sweet Almond) Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Helianthus Annuus (Sunflower) Seed Oil*, Natural Fragrance (Parfum), Panthenol (Pro-Vitamin B-5), Caprylic/Capric Triglyceride, Lepidium Meyenii Root Extract (Maca Root)*, Macrocystis Pyrifera (Sea Kelp) Extract*, Urtica Dioica (Nettle) Leaf Extract*, Yucca Schidigera Leaf/Root/Stem Extract*, Citrus Medica Limonum (Lemon) Peel Extract*, Cetrimonium Chloride, Glycerin, Benzyl Alcohol, Dehydroacetic Acid, Potassium Sorbate, Citric Acid,<br>* Certified Organic</p>",DES3716NDE,simple,0,,a:0:{},
1408,"Italian Lemon Conditioner","<p>ITALIAN LEMON CONDITIONER (vegan)</p><p>Energizing conditioner nourishes and softens hair.<br>•&nbsp;Helps give hair a healthy shine.<br>•&nbsp;Won’t weigh hair down and perfect for daily use.</p><p>NEW! Infused with a burst of Lemon Oil, this conditioner delivers freshness and moisture as it helps replenish hair’s natural shine. A great daily-use conditioner, it does not weigh hair down, leaving it feeling soft and manageable. Natural Lemon Oil may lighten color-treated hair.</p><p>BETTER NUTRITION BEST OF BEAUTY, 2015</p><p>237 ml&nbsp; Vegan&nbsp;&nbsp; Crueltyfree&nbsp;&nbsp; SLSfree</p><p>Ingredients:Aloe Barbadensis Leaf Juice, Cetearyl Alcohol, Behentrimonium Methosulfate, Citrus Limon (Lemon) Peel Oil, Citrus Medica Limonum (Lemon) Peel Extract*, Panthenol (Pro-Vitamin B-5), Simmondsia Chinensis (Jojoba) Seed Oil*, Helianthus Annuus (Sunflower) Seed Oil*, Prunus Amygdalus Dulcis (Sweet Almond) Oil*, Butyrospermum Parkii (Shea) Butter*, Yucca Schidigera Leaf/Root/Stem Extract*, Macrocystis Pyrifera (Sea Kelp) Extract*, Urtica Dioica (Nettle) Leaf Extract*, Lepidium Meyenii Root Extract (Maca Root)*, Glycerin, Caprylic/Capric Triglyceride, Citric Acid, Benzyl Alcohol, Cetrimonium Chloride, Citral, Limonene, Dehydroacetic Acid, Potassium Sorbate *Certified Organic<br></p>",DES3714NDE,simple,0,,a:0:{},
1409,"Tea Tree Replenishing Conditioner","<!--<div class=""pr_snippet_product""></div> --><!--
THIS FILE IS NOT USED AND IS HERE AS A STARTING POINT FOR CUSTOMIZATION ONLY.
See http://api.drupal.org/api/function/theme_field/7 for details.
After copying this file to your theme's folder and customizing it, remove this
HTML comment.
-->

<DIV class=field-items>

<DIV class=""field-item even field field-name-body field-type-text-with-summary field-label-hidden clearfix clearfix"" property=""content:encoded"">

<P>Tea Tree Replenishing Conditioner Therapeutic<BR/><BR/>• Removes tangles and minimizes breakage<BR>• Helps revive scalp and prevent flaking<BR>• Nurtures hair with keratin and vitamin E<BR/><BR/>Vitamin-packed murumuru butter of South America brings a moisturizing boost to the natural medicinal properties of eucalyptus and Australian tea tree oil. Aromatic peppermint oil offers reviving, cooling comfort while yucca conditions for a shiny, beautiful finish.</P>

<P style=""MARGIN: 0px"">12.9 fl oz / 382 ml</P></DIV></DIV>",DES3315NDE,simple,0,,a:0:{},
1410,"Red Raspberry Conditioner-Shine Enhancing","Natural oils and extracts make hair soft and shiny. Rich in vitamins A and C, calcium and magnesium, organic red raspberry leaf extract strengthens hair and imparts a natural shine. Almond amino acids strengthen and smooth individual hair strands. <BR/><BR/>Ingredients: Water (Aqua), Rubus Idaeus (Raspberry) Fruit Extract*, Olea Europaea (Olive) Leaf Extract*, Camellia Sinensis Leaf Extract (Green Tea)*, Macrocystis Pyrifera Extract (Sea Kelp)*, Urtica Dioica (Nettle) Leaf Extract*, Cetearyl Alcohol (Coconut Derived), Glyceryl Stearate SE (Corn Derived), Guar Hydroxypropyltrimonium Chloride (Plant Derived), Simmondsia Chinensis (Jojoba) Seed Oil*, Butyrospermum Parkii (Shea) Butter*, Helianthus Annuus (Sunflower) Seed Oil*, Lonicera Japonica (Honeysuckle) Flower Extract, Lonicera Caprifolium (Honeysuckle) Flower Extract, Glycerin, Potassium Sorbate (Fruit Derived), Citric Acid, Natural Fragrance (Parfum) * Certified Organic.",DES3708DE,simple,0,,a:0:{},
1411,"Coconut Conditioner Nourishing-for Dry Hair","Bring back shine and health to over-processed, dry hair. Infused with organic coconut oil to provide intense moisture, smooth frizzies, and restore hair's natural luster. With continued use, hair looks revived, strong, and healthy. <BR><BR>Ingredients: Water (Aqua), Olea Europaea (Olive) Leaf Extract*, Urtica Dioica (Nettle) Leaf Extract*, Chamomilla Recutita (Matricaria) Flower Extract*, Cetearyl Alcohol (Coconut Derived), Behentrimonium Methosulfate (Canola Derived), Coco Nucifera (Coconut) Oil*, Butyrospermum Parkii (Shea) Butter*, Prunus Amygdalus Dulcis (Sweet Almond) Oil*, Helianthus Annuus (Sunflower) Seed Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Caprylic/Capric Triglyceride (Coconut Derived), Dehydroacetic Acid, Cetrimonium Chloride, Benzyl Alcohol (Plant Derived), Glycerin, Potassium Sorbate (Fruit Derived), Citric Acid, Fragrance (Parfum) * Certified Organic.<BR>",DES3785DE,simple,0,,a:0:{},
1412,"Whitening Plus Toothpaste","Natural&nbsp;Tea Tree Oil Toothpaste — Mint<!--<div class=""pr_snippet_product""></div> --><!--
THIS FILE IS NOT USED AND IS HERE AS A STARTING POINT FOR CUSTOMIZATION ONLY.
See http://api.drupal.org/api/function/theme_field/7 for details.
After copying this file to your theme's folder and customizing it, remove this
HTML comment.
-->

<DIV class=field-items>

<DIV class=""field-item even field field-name-body field-type-text-with-summary field-label-hidden clearfix clearfix"" property=""content:encoded"">

<P>• Helps fight plaque naturally<BR>• Deep cleans teeth and gums without harsh abrasives<BR>• Leaves mouth feeling clean and refreshed<BR/><BR/>Flavored with the pure essential oil of peppermint for a unique and refreshing taste, this effective formula features baking soda and the natural anti-septic properties of Eco-Harvest® Tea Tree Oil. Fluoride and gluten free.</P>

<P style=""MARGIN: 0px"">6.4 oz / 130 ml</P></DIV></DIV>",DES3413NDE,simple,0,,a:0:{},
1413,"Ultra Care Toothpaste","Natural Tea Tree Oil &amp; Neem Toothpaste<!--<div class=""pr_snippet_product""></div> --><!--
THIS FILE IS NOT USED AND IS HERE AS A STARTING POINT FOR CUSTOMIZATION ONLY.
See http://api.drupal.org/api/function/theme_field/7 for details.
After copying this file to your theme's folder and customizing it, remove this
HTML comment.
-->

<DIV class=field-items>

<DIV class=""field-item even field field-name-body field-type-text-with-summary field-label-hidden clearfix clearfix"" property=""content:encoded"">

<P>• Helps fight plaque naturally<BR>• Deep cleans teeth and gums without harsh abrasives<BR>• Leaves mouth feeling clean and refreshed<BR/><BR/>From India’s “toothbrush tree”, comes neem, an ayurvedic extract known for its dental benefits and an effective ingredient in this formula of baking soda and naturally anti-septic Eco-Harvest® Tea Tree Oil. Flavored with the pure essential oil of wintergreen for an ultra-fresh clean. Fluoride and gluten free. </P>

<P style=""MARGIN: 0px"">6.4 oz / 130 ml</P></DIV></DIV>",DES3414NDE,simple,0,,a:0:{},
1414,"Spring Fresh Deodorant","<!--<div class=""pr_snippet_product""></div> --><!--
THIS FILE IS NOT USED AND IS HERE AS A STARTING POINT FOR CUSTOMIZATION ONLY.
See http://api.drupal.org/api/function/theme_field/7 for details.
After copying this file to your theme's folder and customizing it, remove this
HTML comment.
-->

<DIV class=field-items>

<DIV class=""field-item even field field-name-body field-type-text-with-summary field-label-hidden clearfix clearfix"" property=""content:encoded"">

<P>Spring Fresh Deodorant<BR/><BR/>• Helps neutralize body odor<BR>• Protects without irritating skin<BR>• Infused with botanical extracts and oils <BR/><BR/>NEW! The known antiseptic properties of Tea Tree Oil combine with Witch Hazel to help neutralize odor. Natural botanicals like aloe and grapefruit extracts provide effective, long-lasting deodorant protection while leaving a fresh spring scent. </P>

<P style=""MARGIN: 0px"">2.5 fl oz / 70 ml</P></DIV></DIV>",DES3231NDE,simple,0,,a:0:{},
1415,"Organic deodorant spray citrus","<P><STRONG>EO® Certified Organic Deodorant Spray is blended with pure, organic essential oils and organic alcohol for a clean, fresh, cool feeling.</STRONG></P>

<UL>

<LI>Simple and effective, apply as often as needed for healthy protection</LI>

<LI>Contains essential oil blends for aroma therapeutic benefits:</LI>

<LI>Lavender: a blend of two organic lavender essential oils for a fresh aroma therapeutic effect</LI>

<LI>Citrus: a blend of organic essential oils of lavender, grapefruit, geranium, rosemary and vetiver for a clean aroma therapeutic effect</LI>

<LI>Vetiver: a blend of organic essential oils of vetiver, bergamot, grapefruit, geranium, lavender and cedarwood for a cool aroma therapeutic effect</LI>

<LI>Certified organic</LI>

<LI><STRONG>Unlike conventional antiperspirants and deodorants EO® Certified Organic Deodorant Spray contains:</STRONG></LI>

<LI>NO aluminum salts</LI>

<LI>NO propylene glycol</LI>

<LI>NO zinc salts</LI></UL>",EO040813,simple,0,,a:0:{},
1416,"Tea Tree Deodorant w/Lavender","<!--<div class=""pr_snippet_product""></div> --><!--
THIS FILE IS NOT USED AND IS HERE AS A STARTING POINT FOR CUSTOMIZATION ONLY.
See http://api.drupal.org/api/function/theme_field/7 for details.
After copying this file to your theme's folder and customizing it, remove this
HTML comment.
-->

<DIV class=field-items>

<DIV class=""field-item even field field-name-body field-type-text-with-summary field-label-hidden clearfix clearfix"" property=""content:encoded"">

<P>Tea Tree Oil Deodorant with Lavender<BR/><BR/>• Helps eliminate body odor<BR>• Protects skin<BR>• Features natural antiseptic properties<BR/><BR/>The natural deodorizing effect of neem oil, along with soothing lavender and chamomile, is formulated with the antiseptic properties of tea tree oil for underarm control that won’t inhibit your body’s natural perspiration function. Aluminum Free.</P>

<P style=""MARGIN: 0px"">2.5 fl oz / 70 ml</P></DIV></DIV>",DES3230NDE,simple,0,,a:0:{},
1417,"Purifying Youth Serum","<table width=""593"" border=""0"" cellspacing=""2"" cellpadding=""0"">
<tbody>
<tr align=""left"" valign=""top"">
<td width=""458""><span style=""color: rgb(51, 0, 102); font-size: small; font-weight: bold;"">Puryfying Youth Serum </span><br><!-- Product Size --><span style=""font-size: x-small; font-weight: bold;"">1 fl oz/30 ml</span></td></tr>
<tr>
<td height=""165"" align=""left"" valign=""top""><span style=""color: rgb(0, 0, 0); font-size: small;"">
<div id=""main"">Shield skin against environmental and age damage, and revitalize a dull appearance with this concentrated, mineral-rich treatment formula. Doctor developed and clinically tested, this nutrient-rich formula contains some of the most powerful minerals and natural toxin fighters from the earth and from the sea. Kimarine® Wakame is a potassium-rich, magnesium-rich seaweed that is clinically proven to protect skin against environmental pollutants (exhaust fumes, cigarette smoke, heavy metals). Bladderwrack is an antioxidant-rich, mineral-rich seaweed known for its water-binding properties, supporting healthy skin hydration and nourishment. Green Tea antioxidants help fight free radicals, prevent oxidative stress and protect skin from UVA and UVB radiation damage. A base of Aloe Leaf Juice revives skin with fresh, healthy hydration. Ideal for oily, active or urban skin types, even safe for reactive skin (minimal ingredients and allergy-tested), this formula protects and revives skin for a healthy, glowing, more youthful looking complexion. 100% vegan, cruelty-free, paraben-free, sulfate-free, mineral oil-free, lanolin-free, gluten free, GMO-free.</div></span></td></tr></tbody></table>",DRM1240,simple,0,,a:0:{},
